N, Parola, Canzone, Canzoni sul totale, Autore, Apparizioni Tot,
164,crede,Mr nessuno,1 \ 2,Claver Gold,1
165,nuota,Mr nessuno,1 \ 2,Claver Gold,1
166,lusso,Mr nessuno,1 \ 2,Claver Gold,1
167,busso,Mr nessuno,1 \ 2,Claver Gold,1
168,porta,Mr nessuno,1 \ 2,Claver Gold,1
169,prete,Mr nessuno,1 \ 2,Claver Gold,1
170,machete,Mr nessuno,1 \ 2,Claver Gold,1
171,pozze,Mr nessuno,1 \ 2,Claver Gold,1
172,flusso,Mr nessuno,1 \ 2,Claver Gold,1
173,sangue,Mr nessuno,1 \ 2,Claver Gold,1
174,bagna,Mr nessuno,1 \ 2,Claver Gold,1
175,le,Mr nessuno,1 \ 2,Claver Gold,1
176,nike,Mr nessuno,1 \ 2,Claver Gold,1
177,accendo,Mr nessuno,1 \ 2,Claver Gold,1
178,una,Mr nessuno,1 \ 2,Claver Gold,1
179,lucky,Mr nessuno,1 \ 2,Claver Gold,1
180,strike,Mr nessuno,1 \ 2,Claver Gold,1
181,allontano,Mr nessuno,1 \ 2,Claver Gold,1
182,dai,Mr nessuno,1 \ 2,Claver Gold,1
183,guai,Mr nessuno,1 \ 2,Claver Gold,1
184,provato,Mr nessuno,1 \ 2,Claver Gold,1
185,passato,Mr nessuno,1 \ 2,Claver Gold,1
186,partito,Mr nessuno,1 \ 2,Claver Gold,1
187,zero,Mr nessuno,1 \ 2,Claver Gold,1
188,lì,Mr nessuno,1 \ 2,Claver Gold,1
189,ci,Mr nessuno,1 \ 2,Claver Gold,1
190,son,Mr nessuno,1 \ 2,Claver Gold,1
191,sputo,Mr nessuno,1 \ 2,Claver Gold,1
192,scusa,Mr nessuno,1 \ 2,Claver Gold,1
193,becco,Mr nessuno,1 \ 2,Claver Gold,1
194,impreparato,Mr nessuno,1 \ 2,Claver Gold,1
195,stato,Mr nessuno,1 \ 2,Claver Gold,1
196,bambino,Mr nessuno,1 \ 2,Claver Gold,1
197,crescere,Mr nessuno,1 \ 2,Claver Gold,1
198,mai,Mr nessuno,1 \ 2,Claver Gold,1
199,amami,Mr nessuno,1 \ 2,Claver Gold,1
200,altro,Mr nessuno,1 \ 2,Claver Gold,1
201,ha,Mr nessuno,1 \ 2,Claver Gold,1
202,fosse,Mr nessuno,1 \ 2,Claver Gold,1
203,ultimo,Mr nessuno,1 \ 2,Claver Gold,1
204,giorno,Mr nessuno,1 \ 2,Claver Gold,1
205,togli,Mr nessuno,1 \ 2,Claver Gold,1
206,sostenuto,Mr nessuno,1 \ 2,Claver Gold,1
207,problemi,Mr nessuno,1 \ 2,Claver Gold,1
208,torno,Mr nessuno,1 \ 2,Claver Gold,1
209,pure,Mr nessuno,1 \ 2,Claver Gold,1
210,stanotte,Mr nessuno,1 \ 2,Claver Gold,1
211,dormo,Mr nessuno,1 \ 2,Claver Gold,1
212,vuole,Mr nessuno,1 \ 2,Claver Gold,1
213,guardo,Mr nessuno,1 \ 2,Claver Gold,1
214,trasformo,Mr nessuno,1 \ 2,Claver Gold,1
215,muto,Mr nessuno,1 \ 2,Claver Gold,1
216,luna,Mr nessuno,1 \ 2,Claver Gold,1
217,chiude,Mr nessuno,1 \ 2,Claver Gold,1
218,contorno,Mr nessuno,1 \ 2,Claver Gold,1
219,piena,Mr nessuno,1 \ 2,Claver Gold,1
220,ogni,Mr nessuno,1 \ 2,Claver Gold,1
221,gira,Mr nessuno,1 \ 2,Claver Gold,1
222,intorno,Mr nessuno,1 \ 2,Claver Gold,1
223,ciò,Mr nessuno,1 \ 2,Claver Gold,1
224,fai,Mr nessuno,1 \ 2,Claver Gold,1
225,dopo,Mr nessuno,1 \ 2,Claver Gold,1
226,crack,Mr nessuno,1 \ 2,Claver Gold,1
227,cinquanta,Mr nessuno,1 \ 2,Claver Gold,1
228,casino,Mr nessuno,1 \ 2,Claver Gold,1
229,dub,Mr nessuno,1 \ 2,Claver Gold,1
230,club,Mr nessuno,1 \ 2,Claver Gold,1
231,provo,Mr nessuno,1 \ 2,Claver Gold,1
232,rap,Mr nessuno,1 \ 2,Claver Gold,1
233,insegnato,Mr nessuno,1 \ 2,Claver Gold,1
234,simile,Mr nessuno,1 \ 2,Claver Gold,1
235,quando,Mr nessuno,1 \ 2,Claver Gold,1
236,chili,Mr nessuno,1 \ 2,Claver Gold,1
237,nato,Mr nessuno,1 \ 2,Claver Gold,1
238,sì,Mr nessuno,1 \ 2,Claver Gold,1
239,qualcosa,Mr nessuno,1 \ 2,Claver Gold,1
240,cambiato,Mr nessuno,1 \ 2,Claver Gold,1
241,cantano,Mr nessuno,1 \ 2,Claver Gold,1
242,acchiappa,Mr nessuno,1 \ 2,Claver Gold,1
243,clap,Mr nessuno,1 \ 2,Claver Gold,1
244,dimmi,Mr nessuno,1 \ 2,Claver Gold,1
245,nebbia,Mr nessuno,1 \ 2,Claver Gold,1
246,prendi,Mr nessuno,1 \ 2,Claver Gold,1
247,venire,Mr nessuno,1 \ 2,Claver Gold,1
248,mare,Mr nessuno,1 \ 2,Claver Gold,1
249,delle,Mr nessuno,1 \ 2,Claver Gold,1
250,storie,Mr nessuno,1 \ 2,Claver Gold,1
251,inventi,Mr nessuno,1 \ 2,Claver Gold,1
252,trovami,Mr nessuno,1 \ 2,Claver Gold,1
253,pare,Mr nessuno,1 \ 2,Claver Gold,1
254,bamba,Mr nessuno,1 \ 2,Claver Gold,1
255,abbonda,Mr nessuno,1 \ 2,Claver Gold,1
256,tremenda,Mr nessuno,1 \ 2,Claver Gold,1
257,sfonda,Mr nessuno,1 \ 2,Claver Gold,1
258,inonda,Mr nessuno,1 \ 2,Claver Gold,1
259,cesso,Mr nessuno,1 \ 2,Claver Gold,1
260,passa,Mr nessuno,1 \ 2,Claver Gold,1
261,mano,Mr nessuno,1 \ 2,Claver Gold,1
262,feconda,Mr nessuno,1 \ 2,Claver Gold,1
263,figli,Mr nessuno,1 \ 2,Claver Gold,1
264,seconda,Mr nessuno,1 \ 2,Claver Gold,1
265,assecondami,Mr nessuno,1 \ 2,Claver Gold,1
266,talento,Mr nessuno,1 \ 2,Claver Gold,1
267,conta,Mr nessuno,1 \ 2,Claver Gold,1
268,tutta,Mr nessuno,1 \ 2,Claver Gold,1
269,pubblicità,Mr nessuno,1 \ 2,Claver Gold,1
270,spiegare,Mr nessuno,1 \ 2,Claver Gold,1
271,cosa,Mr nessuno,1 \ 2,Claver Gold,1
272,vuol,Mr nessuno,1 \ 2,Claver Gold,1
273,dire,Mr nessuno,1 \ 2,Claver Gold,1
274,felicità,Mr nessuno,1 \ 2,Claver Gold,1
275,parli,Mr nessuno,1 \ 2,Claver Gold,1
276,dei,Mr nessuno,1 \ 2,Claver Gold,1
277,soldi,Mr nessuno,1 \ 2,Claver Gold,1
278,video,Mr nessuno,1 \ 2,Claver Gold,1
279,lo,Mr nessuno,1 \ 2,Claver Gold,1
280,finanzia,Mr nessuno,1 \ 2,Claver Gold,1
281,papà,Mr nessuno,1 \ 2,Claver Gold,1
282,compri,Mr nessuno,1 \ 2,Claver Gold,1
283,dischi,Mr nessuno,1 \ 2,Claver Gold,1
284,dissi,Mr nessuno,1 \ 2,Claver Gold,1
285,professi,Mr nessuno,1 \ 2,Claver Gold,1
286,consumo,Mr nessuno,1 \ 2,Claver Gold,1
287,questo,Mr nessuno,1 \ 2,Claver Gold,1
288,rimanere,Mr nessuno,1 \ 2,Claver Gold,1
289,licenzio,Mr nessuno,1 \ 2,Claver Gold,1
290,posto,Mr nessuno,1 \ 2,Claver Gold,1
291,nulla,Mr nessuno,1 \ 2,Claver Gold,1
292,assumo,Mr nessuno,1 \ 2,Claver Gold,1
293,ringrazio,Mr nessuno,1 \ 2,Claver Gold,1
294,resto,Mr nessuno,1 \ 2,Claver Gold,1
